Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Flags
TCP,10.0.2.5,1217,10.0.2.4,38183,AR
TCP,10.0.2.5,55600,10.0.2.4,38183,AR
TCP,10.0.2.5,259,10.0.2.4,38183,AR
TCP,10.0.2.5,2196,10.0.2.4,38183,AR
TCP,10.0.2.5,444,10.0.2.4,38183,AR
TCP,10.0.2.5,2718,10.0.2.4,38183,AR
TCP,10.0.2.5,3869,10.0.2.4,38183,AR
TCP,10.0.2.5,1032,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7070,S
TCP,10.0.2.4,38183,10.0.2.5,1052,S
TCP,10.0.2.4,38183,10.0.2.5,20222,S
TCP,10.0.2.5,8994,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,27715,S
TCP,10.0.2.4,38183,10.0.2.5,1066,S
TCP,10.0.2.4,38183,10.0.2.5,1126,S
TCP,10.0.2.4,38183,10.0.2.5,2006,S
TCP,10.0.2.4,38183,10.0.2.5,32774,S
TCP,10.0.2.5,32782,10.0.2.4,38183,AR
TCP,10.0.2.5,7070,10.0.2.4,38183,AR
TCP,10.0.2.5,1052,10.0.2.4,38183,AR
TCP,10.0.2.5,20222,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,497,S
TCP,10.0.2.4,38183,10.0.2.5,3013,S
TCP,10.0.2.4,38183,10.0.2.5,7000,S
TCP,10.0.2.5,27715,10.0.2.4,38183,AR
TCP,10.0.2.5,1066,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1137,S
TCP,10.0.2.4,38183,10.0.2.5,41511,S
TCP,10.0.2.5,1126,10.0.2.4,38183,AR
TCP,10.0.2.5,2006,10.0.2.4,38183,AR
TCP,10.0.2.5,32774,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9010,S
TCP,10.0.2.4,38183,10.0.2.5,6699,S
TCP,10.0.2.4,38183,10.0.2.5,6156,S
TCP,10.0.2.5,497,10.0.2.4,38183,AR
TCP,10.0.2.5,3013,10.0.2.4,38183,AR
TCP,10.0.2.5,7000,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,26214,S
TCP,10.0.2.4,38183,10.0.2.5,2909,S
TCP,10.0.2.4,38183,10.0.2.5,5440,S
TCP,10.0.2.4,38183,10.0.2.5,5950,S
TCP,10.0.2.5,1137,10.0.2.4,38183,AR
TCP,10.0.2.5,41511,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7777,S
TCP,10.0.2.4,38183,10.0.2.5,783,S
TCP,10.0.2.5,9010,10.0.2.4,38183,AR
TCP,10.0.2.5,6699,10.0.2.4,38183,AR
TCP,10.0.2.5,6156,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,11110,S
TCP,10.0.2.4,38183,10.0.2.5,1111,S
TCP,10.0.2.5,26214,10.0.2.4,38183,AR
TCP,10.0.2.5,2909,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,425,S
TCP,10.0.2.4,38183,10.0.2.5,7938,S
TCP,10.0.2.4,38183,10.0.2.5,27353,S
TCP,10.0.2.5,5440,10.0.2.4,38183,AR
TCP,10.0.2.5,5950,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1296,S
TCP,10.0.2.4,38183,10.0.2.5,32780,S
TCP,10.0.2.4,38183,10.0.2.5,1310,S
TCP,10.0.2.5,7777,10.0.2.4,38183,AR
TCP,10.0.2.5,783,10.0.2.4,38183,AR
TCP,10.0.2.5,11110,10.0.2.4,38183,AR
TCP,10.0.2.5,1111,10.0.2.4,38183,AR
TCP,10.0.2.5,425,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3986,S
TCP,10.0.2.4,38183,10.0.2.5,9877,S
TCP,10.0.2.4,38183,10.0.2.5,6025,S
TCP,10.0.2.5,7938,10.0.2.4,38183,AR
TCP,10.0.2.5,27353,10.0.2.4,38183,AR
TCP,10.0.2.5,1296,10.0.2.4,38183,AR
TCP,10.0.2.5,32780,10.0.2.4,38183,AR
TCP,10.0.2.5,1310,10.0.2.4,38183,AR
TCP,10.0.2.5,3986,10.0.2.4,38183,AR
TCP,10.0.2.5,9877,10.0.2.4,38183,AR
TCP,10.0.2.5,6025,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,636,S
TCP,10.0.2.4,38183,10.0.2.5,1272,S
TCP,10.0.2.4,38183,10.0.2.5,17,S
TCP,10.0.2.4,38183,10.0.2.5,179,S
TCP,10.0.2.4,38183,10.0.2.5,544,S
TCP,10.0.2.4,38183,10.0.2.5,9929,S
TCP,10.0.2.4,38183,10.0.2.5,1037,S
TCP,10.0.2.5,636,10.0.2.4,38183,AR
TCP,10.0.2.5,1272,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1163,S
TCP,10.0.2.5,17,10.0.2.4,38183,AR
TCP,10.0.2.5,179,10.0.2.4,38183,AR
TCP,10.0.2.5,544,10.0.2.4,38183,AR
TCP,10.0.2.5,9929,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,34572,S
TCP,10.0.2.5,1037,10.0.2.4,38183,AR
TCP,10.0.2.5,1163,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,62078,S
TCP,10.0.2.4,38183,10.0.2.5,19780,S
TCP,10.0.2.4,38183,10.0.2.5,3659,S
TCP,10.0.2.4,38183,10.0.2.5,9000,S
TCP,10.0.2.5,34572,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3268,S
TCP,10.0.2.4,38183,10.0.2.5,54045,S
TCP,10.0.2.5,62078,10.0.2.4,38183,AR
TCP,10.0.2.5,19780,10.0.2.4,38183,AR
TCP,10.0.2.5,3659,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2638,S
TCP,10.0.2.4,38183,10.0.2.5,55055,S
TCP,10.0.2.4,38183,10.0.2.5,1065,S
TCP,10.0.2.5,9000,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1147,S
TCP,10.0.2.4,38183,10.0.2.5,1001,S
TCP,10.0.2.4,38183,10.0.2.5,6789,S
TCP,10.0.2.5,3268,10.0.2.4,38183,AR
TCP,10.0.2.5,54045,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,50389,S
TCP,10.0.2.4,38183,10.0.2.5,3390,S
TCP,10.0.2.4,38183,10.0.2.5,8086,S
TCP,10.0.2.5,2638,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2004,S
TCP,10.0.2.4,38183,10.0.2.5,3737,S
TCP,10.0.2.4,38183,10.0.2.5,8099,S
TCP,10.0.2.4,38183,10.0.2.5,5405,S
TCP,10.0.2.4,38183,10.0.2.5,465,S
TCP,10.0.2.5,55055,10.0.2.4,38183,AR
TCP,10.0.2.5,1065,10.0.2.4,38183,AR
TCP,10.0.2.5,1147,10.0.2.4,38183,AR
TCP,10.0.2.5,1001,10.0.2.4,38183,AR
TCP,10.0.2.5,6789,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,99,S
TCP,10.0.2.4,38183,10.0.2.5,541,S
TCP,10.0.2.4,38183,10.0.2.5,3527,S
TCP,10.0.2.5,50389,10.0.2.4,38183,AR
TCP,10.0.2.5,3390,10.0.2.4,38183,AR
TCP,10.0.2.5,8086,10.0.2.4,38183,AR
TCP,10.0.2.5,2004,10.0.2.4,38183,AR
TCP,10.0.2.5,3737,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7999,S
TCP,10.0.2.4,38183,10.0.2.5,8100,S
TCP,10.0.2.4,38183,10.0.2.5,9943,S
TCP,10.0.2.4,38183,10.0.2.5,1057,S
TCP,10.0.2.5,8099,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5925,S
TCP,10.0.2.5,5405,10.0.2.4,38183,AR
TCP,10.0.2.5,465,10.0.2.4,38183,AR
TCP,10.0.2.5,99,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2003,S
TCP,10.0.2.4,38183,10.0.2.5,5810,S
TCP,10.0.2.4,38183,10.0.2.5,5214,S
TCP,10.0.2.5,541,10.0.2.4,38183,AR
TCP,10.0.2.5,3527,10.0.2.4,38183,AR
TCP,10.0.2.5,7999,10.0.2.4,38183,AR
TCP,10.0.2.5,8100,10.0.2.4,38183,AR
TCP,10.0.2.5,9943,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1233,S
TCP,10.0.2.4,38183,10.0.2.5,7800,S
TCP,10.0.2.4,38183,10.0.2.5,10628,S
TCP,10.0.2.4,38183,10.0.2.5,1058,S
TCP,10.0.2.4,38183,10.0.2.5,1524,S
TCP,10.0.2.4,38183,10.0.2.5,1687,S
TCP,10.0.2.5,1057,10.0.2.4,38183,AR
TCP,10.0.2.5,5925,10.0.2.4,38183,AR
TCP,10.0.2.5,2003,10.0.2.4,38183,AR
TCP,10.0.2.5,5810,10.0.2.4,38183,AR
TCP,10.0.2.5,5214,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,898,S
TCP,10.0.2.4,38183,10.0.2.5,1042,S
TCP,10.0.2.4,38183,10.0.2.5,51493,S
TCP,10.0.2.5,1233,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8400,S
TCP,10.0.2.5,7800,10.0.2.4,38183,AR
TCP,10.0.2.5,10628,10.0.2.4,38183,AR
TCP,10.0.2.5,1058,10.0.2.4,38183,AR
TCP,10.0.2.5,1524,10.0.2.4,38183,AR
TCP,10.0.2.5,1687,10.0.2.4,38183,AR
TCP,10.0.2.5,898,10.0.2.4,38183,AR
TCP,10.0.2.5,1042,10.0.2.4,38183,AR
TCP,10.0.2.5,51493,10.0.2.4,38183,AR
TCP,10.0.2.5,8400,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5061,S
TCP,10.0.2.4,38183,10.0.2.5,3580,S
TCP,10.0.2.4,38183,10.0.2.5,16992,S
TCP,10.0.2.4,38183,10.0.2.5,1216,S
TCP,10.0.2.4,38183,10.0.2.5,26,S
TCP,10.0.2.4,38183,10.0.2.5,7435,S
TCP,10.0.2.4,38183,10.0.2.5,2013,S
TCP,10.0.2.4,38183,10.0.2.5,49400,S
TCP,10.0.2.5,5061,10.0.2.4,38183,AR
TCP,10.0.2.5,3580,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1048,S
TCP,10.0.2.4,38183,10.0.2.5,1046,S
TCP,10.0.2.4,38183,10.0.2.5,5825,S
TCP,10.0.2.4,38183,10.0.2.5,1761,S
TCP,10.0.2.4,38183,10.0.2.5,32777,S
TCP,10.0.2.4,38183,10.0.2.5,28201,S
TCP,10.0.2.5,16992,10.0.2.4,38183,AR
TCP,10.0.2.5,1216,10.0.2.4,38183,AR
TCP,10.0.2.5,26,10.0.2.4,38183,AR
TCP,10.0.2.5,7435,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3324,S
TCP,10.0.2.4,38183,10.0.2.5,593,S
TCP,10.0.2.4,38183,10.0.2.5,13456,S
TCP,10.0.2.5,2013,10.0.2.4,38183,AR
TCP,10.0.2.5,49400,10.0.2.4,38183,AR
TCP,10.0.2.5,1048,10.0.2.4,38183,AR
TCP,10.0.2.5,1046,10.0.2.4,38183,AR
TCP,10.0.2.5,5825,10.0.2.4,38183,AR
TCP,10.0.2.5,1761,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3261,S
TCP,10.0.2.4,38183,10.0.2.5,481,S
TCP,10.0.2.4,38183,10.0.2.5,5718,S
TCP,10.0.2.5,32777,10.0.2.4,38183,AR
TCP,10.0.2.5,28201,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1040,S
TCP,10.0.2.4,38183,10.0.2.5,10001,S
TCP,10.0.2.5,3324,10.0.2.4,38183,AR
TCP,10.0.2.5,593,10.0.2.4,38183,AR
TCP,10.0.2.5,13456,10.0.2.4,38183,AR
TCP,10.0.2.5,3261,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,15742,S
TCP,10.0.2.4,38183,10.0.2.5,1131,S
TCP,10.0.2.5,481,10.0.2.4,38183,AR
TCP,10.0.2.5,5718,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3323,S
TCP,10.0.2.4,38183,10.0.2.5,5002,S
TCP,10.0.2.5,1040,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8007,S
TCP,10.0.2.5,10001,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,30,S
TCP,10.0.2.4,38183,10.0.2.5,9002,S
TCP,10.0.2.4,38183,10.0.2.5,8022,S
TCP,10.0.2.5,15742,10.0.2.4,38183,AR
TCP,10.0.2.5,1131,10.0.2.4,38183,AR
TCP,10.0.2.5,3323,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9003,S
TCP,10.0.2.4,38183,10.0.2.5,10012,S
TCP,10.0.2.4,38183,10.0.2.5,3000,S
TCP,10.0.2.5,5002,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,17988,S
TCP,10.0.2.5,8007,10.0.2.4,38183,AR
TCP,10.0.2.5,30,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5100,S
TCP,10.0.2.4,38183,10.0.2.5,4126,S
TCP,10.0.2.4,38183,10.0.2.5,45100,S
TCP,10.0.2.5,9002,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7937,S
TCP,10.0.2.4,38183,10.0.2.5,687,S
TCP,10.0.2.5,8022,10.0.2.4,38183,AR
TCP,10.0.2.5,9003,10.0.2.4,38183,AR
TCP,10.0.2.5,10012,10.0.2.4,38183,AR
TCP,10.0.2.5,3000,10.0.2.4,38183,AR
TCP,10.0.2.5,17988,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,19,S
TCP,10.0.2.4,38183,10.0.2.5,49161,S
TCP,10.0.2.5,5100,10.0.2.4,38183,AR
TCP,10.0.2.5,4126,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,19101,S
TCP,10.0.2.5,45100,10.0.2.4,38183,AR
TCP,10.0.2.5,7937,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2106,S
TCP,10.0.2.4,38183,10.0.2.5,9503,S
TCP,10.0.2.4,38183,10.0.2.5,82,S
TCP,10.0.2.4,38183,10.0.2.5,3493,S
TCP,10.0.2.5,687,10.0.2.4,38183,AR
TCP,10.0.2.5,19,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2260,S
TCP,10.0.2.5,49161,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9099,S
TCP,10.0.2.4,38183,10.0.2.5,2045,S
TCP,10.0.2.4,38183,10.0.2.5,1091,S
TCP,10.0.2.5,19101,10.0.2.4,38183,AR
TCP,10.0.2.5,2106,10.0.2.4,38183,AR
TCP,10.0.2.5,9503,10.0.2.4,38183,AR
TCP,10.0.2.5,82,10.0.2.4,38183,AR
TCP,10.0.2.5,3493,10.0.2.4,38183,AR
TCP,10.0.2.5,2260,10.0.2.4,38183,AR
TCP,10.0.2.5,9099,10.0.2.4,38183,AR
TCP,10.0.2.5,2045,10.0.2.4,38183,AR
TCP,10.0.2.5,1091,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1875,S
TCP,10.0.2.4,38183,10.0.2.5,1,S
TCP,10.0.2.4,38183,10.0.2.5,1433,S
TCP,10.0.2.4,38183,10.0.2.5,44176,S
TCP,10.0.2.4,38183,10.0.2.5,1166,S
TCP,10.0.2.4,38183,10.0.2.5,1666,S
TCP,10.0.2.4,38183,10.0.2.5,40193,S
TCP,10.0.2.5,1875,10.0.2.4,38183,AR
TCP,10.0.2.5,1,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5666,S
TCP,10.0.2.4,38183,10.0.2.5,40911,S
TCP,10.0.2.4,38183,10.0.2.5,1114,S
TCP,10.0.2.5,1433,10.0.2.4,38183,AR
TCP,10.0.2.5,44176,10.0.2.4,38183,AR
TCP,10.0.2.5,1166,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1077,S
TCP,10.0.2.4,38183,10.0.2.5,27000,S
TCP,10.0.2.4,38183,10.0.2.5,280,S
TCP,10.0.2.5,1666,10.0.2.4,38183,AR
TCP,10.0.2.5,40193,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2046,S
TCP,10.0.2.4,38183,10.0.2.5,301,S
TCP,10.0.2.4,38183,10.0.2.5,49163,S
TCP,10.0.2.5,5666,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9101,S
TCP,10.0.2.5,40911,10.0.2.4,38183,AR
TCP,10.0.2.5,1114,10.0.2.4,38183,AR
TCP,10.0.2.5,1077,10.0.2.4,38183,AR
TCP,10.0.2.5,27000,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8500,S
TCP,10.0.2.4,38183,10.0.2.5,6389,S
TCP,10.0.2.4,38183,10.0.2.5,1050,S
TCP,10.0.2.4,38183,10.0.2.5,1009,S
TCP,10.0.2.5,280,10.0.2.4,38183,AR
TCP,10.0.2.5,2046,10.0.2.4,38183,AR
TCP,10.0.2.5,301,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,30000,S
TCP,10.0.2.4,38183,10.0.2.5,1352,S
TCP,10.0.2.5,49163,10.0.2.4,38183,AR
TCP,10.0.2.5,9101,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,49156,S
TCP,10.0.2.4,38183,10.0.2.5,9090,S
TCP,10.0.2.4,38183,10.0.2.5,3301,S
TCP,10.0.2.4,38183,10.0.2.5,65389,S
TCP,10.0.2.4,38183,10.0.2.5,4899,S
TCP,10.0.2.5,8500,10.0.2.4,38183,AR
TCP,10.0.2.5,6389,10.0.2.4,38183,AR
TCP,10.0.2.5,1050,10.0.2.4,38183,AR
TCP,10.0.2.5,1009,10.0.2.4,38183,AR
TCP,10.0.2.5,30000,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8081,S
TCP,10.0.2.4,38183,10.0.2.5,3211,S
TCP,10.0.2.4,38183,10.0.2.5,1165,S
TCP,10.0.2.4,38183,10.0.2.5,1122,S
TCP,10.0.2.4,38183,10.0.2.5,1027,S
TCP,10.0.2.4,38183,10.0.2.5,3011,S
TCP,10.0.2.5,1352,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,211,S
TCP,10.0.2.5,49156,10.0.2.4,38183,AR
TCP,10.0.2.5,9090,10.0.2.4,38183,AR
TCP,10.0.2.5,3301,10.0.2.4,38183,AR
TCP,10.0.2.5,65389,10.0.2.4,38183,AR
TCP,10.0.2.5,4899,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,4848,S
TCP,10.0.2.4,38183,10.0.2.5,5859,S
TCP,10.0.2.4,38183,10.0.2.5,9071,S
TCP,10.0.2.4,38183,10.0.2.5,3871,S
TCP,10.0.2.5,8081,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8300,S
TCP,10.0.2.5,3211,10.0.2.4,38183,AR
TCP,10.0.2.5,1165,10.0.2.4,38183,AR
TCP,10.0.2.5,1122,10.0.2.4,38183,AR
TCP,10.0.2.5,1027,10.0.2.4,38183,AR
TCP,10.0.2.5,3011,10.0.2.4,38183,AR
TCP,10.0.2.5,211,10.0.2.4,38183,AR
TCP,10.0.2.5,4848,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,109,S
TCP,10.0.2.4,38183,10.0.2.5,992,S
TCP,10.0.2.5,5859,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,15660,S
TCP,10.0.2.4,38183,10.0.2.5,1070,S
TCP,10.0.2.5,9071,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5414,S
TCP,10.0.2.4,38183,10.0.2.5,5903,S
TCP,10.0.2.4,38183,10.0.2.5,7001,S
TCP,10.0.2.4,38183,10.0.2.5,5298,S
TCP,10.0.2.5,3871,10.0.2.4,38183,AR
TCP,10.0.2.5,8300,10.0.2.4,38183,AR
TCP,10.0.2.5,109,10.0.2.4,38183,AR
TCP,10.0.2.5,992,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9011,S
TCP,10.0.2.4,38183,10.0.2.5,1583,S
TCP,10.0.2.5,15660,10.0.2.4,38183,AR
TCP,10.0.2.5,1070,10.0.2.4,38183,AR
TCP,10.0.2.5,5414,10.0.2.4,38183,AR
TCP,10.0.2.5,5903,10.0.2.4,38183,AR
TCP,10.0.2.5,7001,10.0.2.4,38183,AR
TCP,10.0.2.5,5298,10.0.2.4,38183,AR
TCP,10.0.2.5,9011,10.0.2.4,38183,AR
TCP,10.0.2.5,1583,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,366,S
TCP,10.0.2.4,38183,10.0.2.5,10004,S
TCP,10.0.2.4,38183,10.0.2.5,15000,S
TCP,10.0.2.4,38183,10.0.2.5,30951,S
TCP,10.0.2.4,38183,10.0.2.5,12265,S
TCP,10.0.2.4,38183,10.0.2.5,5910,S
TCP,10.0.2.4,38183,10.0.2.5,3269,S
TCP,10.0.2.5,366,10.0.2.4,38183,AR
TCP,10.0.2.5,10004,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3828,S
TCP,10.0.2.4,38183,10.0.2.5,6567,S
TCP,10.0.2.4,38183,10.0.2.5,2020,S
TCP,10.0.2.4,38183,10.0.2.5,765,S
TCP,10.0.2.5,15000,10.0.2.4,38183,AR
TCP,10.0.2.5,30951,10.0.2.4,38183,AR
TCP,10.0.2.5,12265,10.0.2.4,38183,AR
TCP,10.0.2.5,5910,10.0.2.4,38183,AR
TCP,10.0.2.5,3269,10.0.2.4,38183,AR
TCP,10.0.2.5,3828,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9917,S
TCP,10.0.2.4,38183,10.0.2.5,2522,S
TCP,10.0.2.4,38183,10.0.2.5,1556,S
TCP,10.0.2.4,38183,10.0.2.5,25735,S
TCP,10.0.2.5,6567,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,27356,S
TCP,10.0.2.4,38183,10.0.2.5,1455,S
TCP,10.0.2.4,38183,10.0.2.5,2170,S
TCP,10.0.2.5,2020,10.0.2.4,38183,AR
TCP,10.0.2.5,765,10.0.2.4,38183,AR
TCP,10.0.2.5,9917,10.0.2.4,38183,AR
TCP,10.0.2.5,2522,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,16113,S
TCP,10.0.2.4,38183,10.0.2.5,51103,S
TCP,10.0.2.4,38183,10.0.2.5,3006,S
TCP,10.0.2.4,38183,10.0.2.5,60443,S
TCP,10.0.2.5,1556,10.0.2.4,38183,AR
TCP,10.0.2.5,25735,10.0.2.4,38183,AR
TCP,10.0.2.5,27356,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1151,S
TCP,10.0.2.4,38183,10.0.2.5,1301,S
TCP,10.0.2.4,38183,10.0.2.5,417,S
TCP,10.0.2.5,1455,10.0.2.4,38183,AR
TCP,10.0.2.5,2170,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1971,S
TCP,10.0.2.5,16113,10.0.2.4,38183,AR
TCP,10.0.2.5,51103,10.0.2.4,38183,AR
TCP,10.0.2.5,3006,10.0.2.4,38183,AR
TCP,10.0.2.5,60443,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6007,S
TCP,10.0.2.4,38183,10.0.2.5,2103,S
TCP,10.0.2.4,38183,10.0.2.5,4002,S
TCP,10.0.2.4,38183,10.0.2.5,3914,S
TCP,10.0.2.5,1151,10.0.2.4,38183,AR
TCP,10.0.2.5,1301,10.0.2.4,38183,AR
TCP,10.0.2.5,417,10.0.2.4,38183,AR
TCP,10.0.2.5,1971,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,514,S
TCP,10.0.2.4,38183,10.0.2.5,8200,S
TCP,10.0.2.4,38183,10.0.2.5,1149,S
TCP,10.0.2.4,38183,10.0.2.5,3918,S
TCP,10.0.2.4,38183,10.0.2.5,19350,S
TCP,10.0.2.4,38183,10.0.2.5,3003,S
TCP,10.0.2.4,38183,10.0.2.5,3546,S
TCP,10.0.2.4,38183,10.0.2.5,1500,S
TCP,10.0.2.4,38183,10.0.2.5,1112,S
TCP,10.0.2.4,38183,10.0.2.5,9001,S
TCP,10.0.2.5,6007,10.0.2.4,38183,AR
TCP,10.0.2.5,2103,10.0.2.4,38183,AR
TCP,10.0.2.5,4002,10.0.2.4,38183,AR
TCP,10.0.2.5,3914,10.0.2.4,38183,AR
TCP,10.0.2.5,514,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1721,S
TCP,10.0.2.4,38183,10.0.2.5,49155,S
TCP,10.0.2.4,38183,10.0.2.5,27355,S
TCP,10.0.2.4,38183,10.0.2.5,5200,S
TCP,10.0.2.5,8200,10.0.2.4,38183,AR
TCP,10.0.2.5,1149,10.0.2.4,38183,AR
TCP,10.0.2.5,3918,10.0.2.4,38183,AR
TCP,10.0.2.5,19350,10.0.2.4,38183,AR
TCP,10.0.2.5,3003,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1121,S
TCP,10.0.2.4,38183,10.0.2.5,5631,S
TCP,10.0.2.4,38183,10.0.2.5,5801,S
TCP,10.0.2.5,3546,10.0.2.4,38183,AR
TCP,10.0.2.5,1500,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9878,S
TCP,10.0.2.4,38183,10.0.2.5,648,S
TCP,10.0.2.4,38183,10.0.2.5,1218,S
TCP,10.0.2.5,1112,10.0.2.4,38183,AR
TCP,10.0.2.5,9001,10.0.2.4,38183,AR
TCP,10.0.2.5,1721,10.0.2.4,38183,AR
TCP,10.0.2.5,49155,10.0.2.4,38183,AR
TCP,10.0.2.5,27355,10.0.2.4,38183,AR
TCP,10.0.2.5,5200,10.0.2.4,38183,AR
TCP,10.0.2.5,1121,10.0.2.4,38183,AR
TCP,10.0.2.5,5631,10.0.2.4,38183,AR
TCP,10.0.2.5,5801,10.0.2.4,38183,AR
TCP,10.0.2.5,9878,10.0.2.4,38183,AR
TCP,10.0.2.5,648,10.0.2.4,38183,AR
TCP,10.0.2.5,1218,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2492,S
TCP,10.0.2.4,38183,10.0.2.5,81,S
TCP,10.0.2.4,38183,10.0.2.5,58080,S
TCP,10.0.2.4,38183,10.0.2.5,2007,S
TCP,10.0.2.4,38183,10.0.2.5,6510,S
TCP,10.0.2.4,38183,10.0.2.5,10243,S
TCP,10.0.2.4,38183,10.0.2.5,4001,S
TCP,10.0.2.4,38183,10.0.2.5,6565,S
TCP,10.0.2.5,2492,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,500,S
TCP,10.0.2.5,81,10.0.2.4,38183,AR
TCP,10.0.2.5,58080,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5269,S
TCP,10.0.2.4,38183,10.0.2.5,49158,S
TCP,10.0.2.4,38183,10.0.2.5,2381,S
TCP,10.0.2.4,38183,10.0.2.5,7025,S
